Record_ID;Country;Procurement_Platform;Platform_Tender_ID;NEN_ID;Internal_Reference_IDs;Master_Tender_Name;Tender_Title_or_Lot;Contracting_Authority;Publication_Year;Procurement_Type;Priority_or_Sample_Role;Initial_Metadata_Code;Vehicle_Context;Detail_URL;Documents_URL;Explanations_URL;Result_or_Award_URL;Source_URL;Documents_Reviewed;Document_Completeness;Explicit_CV_Cybersecurity_Code;Digital_Exposure_Code;Overall_Finding_Class;Direct_Cybersecurity_Requirement;R155_R156_Referenced;Telematics_or_Remote_Access;Location_or_Operational_Data;Supplier_Risk_or_Certification;Data_Deletion_or_Deactivation;kybernetická bezpečnost;zranitelnost;bezpečnostní aktualizace;aktualizace softwaru;OTA;telematika;vzdálená diagnostika;vzdálený přístup;cloud;API;GPS;lokalizační data;provozní data;mobilní aplikace;R155;R156;CSMS;SUMS;incident;dodavatelské riziko;mazání dat;deaktivace služeb;Keyword_Score;Any_Explicit_Cybersecurity;Key_Positive_Evidence;Key_Missing_Cyber_Items;Recommendation_Needed;Short_Conclusion;Analyst_Notes
CZ-N006-22-V00007257;Czech Republic;NEN;N006/22/V00007257;N006/22/V00007257;"MV-102243-1/VZ-2022; MV-102243-32/VZ-2022; MV-102243-36/VZ-2022; MV-102243-6/VZ-2022; MV-102243-7/VZ-2022; MV-102243-16/VZ-2022; MV-102243-39/VZ-2022; MV-102243-46/VZ-2022; MV-102243-51/VZ-2022; MV-102243-56/VZ-2022";Framework agreement for vehicles in police configuration with frame - Part B;Framework agreement for vehicles in police configuration with frame - Part B;Ministry of the Interior;2022;Direct acquisition / framework;High;0;"Passenger vehicles in police configuration for traffic police; special police equipment including VRZ, radiostation preparation, LZZ II preparation, OBD II reading, GPS/GLONASS and carPC wiring";https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-22-V00007257;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-22-V00007257/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-22-V00007257/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-22-V00007257/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-22-V00007257;"ZD main DOCX/PDF; cover sheet; RD draft and signed RD; annexes 1,2,4,5,6; explanations 1-3; addenda 1-4; written report";"Mostly complete; uploaded XLSX evaluation table was not accessible for text review";2;3;"Connected/digital vehicle equipment present; no explicit cybersecurity requirement";No;No;Yes;Yes;Yes;No;0;0;0;0;0;2;0;0;0;0;2;2;2;0;0;0;0;0;0;1;0;0;9;No;"RD p.29 lists LZZ II; RD pp.55-56 requires LZZ II mounting, OBD II, carPC, Ethernet, GPS/GSM/Wifi antenna and permanent ECU data reading; RD p.50 specifies GPS receiver; Vysvětlení č.2 p.3 discusses ECU/START-STOP modification; written report p.3 names LZZ II subcontracted scope :contentReference[oaicite:0]{index=0} :contentReference[oaicite:1]{index=1} :contentReference[oaicite:2]{index=2}";No R155/R156, CSMS/SUMS, vulnerability management, security updates, OTA, cloud/API security, incident reporting, data deletion or service deactivation found;No;High digital exposure via police LZZ II, OBD II, GPS/GLONASS, carPC/cameras and radio integration, but cybersecurity obligations are not visibly specified;Scored only visible procurement text. GDPR/classified-information clauses were treated as legal information-handling duties, not vehicle cybersecurity. 
CZ-N006-22-V00024279;Czech Republic;NEN;N006/22/V00024279;N006/22/V00024279;"MV-162572-1/VZ-2022; MVCRX06OAOYP; MV-162572-22/VZ-2022; MVCRX06TODNY";Framework agreement for passenger road vehicles in commercial configuration - Part 7;Framework agreement for passenger road vehicles in commercial configuration - Part 7;Ministry of the Interior;2022;Direct acquisition / framework;High;0;Passenger road vehicles, commercial configuration, diesel, part 7;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-22-V00024279;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-22-V00024279/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-22-V00024279/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-22-V00024279/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-22-V00024279;"ZD k RD na komerční vozidla_část 7.docx/pdf; Příloha č. 1 Krycí list; Příloha č. 2 Závazný návrh rámcové dohody; Příloha č. 3 ČP základní způsobilost; Příloha č. 4 Seznam významných dodávek; Příloha č. 5 ČP k sankcím; Příloha č. 6 Tabulka pro hodnocení nabídek.xlsx; Písemná zpráva zadavatele.pdf";"Core tender, framework, technical-specification, forms, evaluation table and award report provided; explanations not provided as separate documents";2;2;Digital vehicle features present without cybersecurity requirements;No;No;Yes;Yes;Yes;No;0;0;0;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;5;No;"Příloha č. 2 RD/Příloha č. 3 technická specifikace: vestavěná GPS navigace; handsfree Bluetooth; USB port; eCall-volání při nehodě; RD čl. 16 only classified-info/GDPR handling";No cyber-security, vulnerability, security update, OTA, R155/R156, CSMS/SUMS, cloud/API, remote diagnostics/access, app, data deletion or service deactivation requirements;No;CV digital markers exist, but no explicit connected-vehicle cybersecurity obligation is visible;"Treat GPS/eCall as technical digital exposure only; supplier-risk score reflects general qualification/subcontractor/sanctions controls, not cyber supplier-risk controls"
CZ-N006-22-V00027328;Czech Republic;NEN;N006/22/V00027328;N006/22/V00027328;"KRPT-224485/ČJ-2022-0700VZ; KRPT-224485-16/ČJ-2022-0700VZ; KRPT-224485-20/ČJ-2022-0700VZ";Towing services for vehicles up to 3.5 t for Moravian-Silesian police units;Towing services for vehicles up to 3.5 t for Moravian-Silesian police units;Moravian-Silesian Police Regional Directorate;2022;Vehicle-related service;Low;0;Towing and storage services for vehicles up to 3.5 t, including motorcycles and parts;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-22-V00027328;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-22-V00027328/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-22-V00027328/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-22-V00027328/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-22-V00027328;"Výzva k podání nabídek; Příloha č. 1 - Návrh smlouvy o dílo odtahy; příloha číslo 1 smlouvy - protokol o předání vozidla k odtahu vozidla; Příloha č. 2 - čestné prohlášení; Oznámení o výběru";"Uploaded tender, contract, protocol, declaration and award documents reviewed; no separate explanation document uploaded despite Explanations_URL";0;1;"No CV cybersecurity requirement; low operational vehicle-data handling only";No;No;No;Yes;Yes;No;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;0;0;4;No;"Contract III.4 requires evidence system archived 5 years; invoice/protocol require vehicle ID, route and handover data; protocol fields include VIN, tachometer, owner/operator, place/date/time";No cyber/information-security, R155/R156, CSMS/SUMS, OTA/software update, telematics, remote access, cloud/API, data deletion requirements;No;Vehicle towing service package contains operational vehicle records but no connected-vehicle cybersecurity or telematics requirements.;"Supplier declarations cover sanctions/basic qualification only; safety rules are general technical/occupational safety, not cybersecurity."
CZ-N006-23-V00008564;Czech Republic;NEN;N006/23/V00008564;N006/23/V00008564;"KRPH-27236/ČJ-2023-0500NE-VZ; MV-67470-90/OSM-2019; MV-67470-21/OSM-2019; 904070102.00.000; registr smluv ID 22326145/verze 23944269";Delivery of 13 Škoda Kodiaq 2.0 TSI passenger road vehicles with hidden warning equipment;Delivery of 13 Škoda Kodiaq 2.0 TSI passenger road vehicles with hidden warning equipment;Hradec Králové Police Regional Directorate;2023;Direct acquisition;High;0;13 Škoda Kodiaq 2.0 TSI passenger road vehicles with hidden warning equipment/VRZ;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00008564;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00008564/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00008564/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00008564/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00008564;"AN_KS_SKODA_c_A1_13ks_VRZ_sig.pdf; registr_smluv_smlouva_23944269.pdf";"Provided contract, technical parameters annex and registry extract reviewed; underlying framework agreement and full NEN tender documentation not provided.";1;1;"General vehicle digital/technical markers only; no cyber requirement";No;No;No;No;No;No;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;"Contract p10 technical parameters: immobilizer, electronic stability system, factory radio, Bluetooth handsfree, USB, central locking with remote controls; no cyber obligations visible.";No references to cybersecurity, vulnerabilities, software/security updates, OTA, telematics, diagnostics, GPS/location data, cloud/API, R155/R156, CSMS/SUMS, incidents, data deletion or service deactivation.;No;"Procurement is for standard passenger vehicles with limited digital equipment; no connected-vehicle cybersecurity requirement identified.";"Registry extract confirms subject “13 ks Škoda Kodiaq RD č.A” and contract value; contract relies on referenced framework agreement not included in uploaded documents."
CZ-N006-23-V00008598;Czech Republic;NEN;N006/23/V00008598;N006/23/V00008598;"KRPT-63918-3/ČJ-2023-0700AO; JID:PCR07ETRpo93186777; MV-67470-90/OSM-2019; MV-67470-21/OSM-2019";Delivery of 20 Škoda Kodiaq vehicles including warning equipment;Delivery of 20 Škoda Kodiaq vehicles including warning equipment;Moravian-Silesian Police Regional Directorate;2023;Direct acquisition;High;0;20 Škoda Kodiaq 2.0 TSI 140 kW 7 DSG 4x4 Ambition TOP vehicles incl. special warning light equipment;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00008598;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00008598/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00008598/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakky/N006-23-V00008598/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00008598;KS Škoda Kodiaq část A - Kupní smlouva_KŘP Moravskoslezského kraje_KODIAQ_část A ke zveřejnění.pdf;"Document reviewed: purchase contract with appendices; referenced framework agreement and procurement documentation not provided";1;1;"Digital marker only; no cybersecurity requirement";No;No;No;No;No;No;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;No;"Příloha č. 1 p.10: integrated radio, HF Bluetooth handsfree, USB accessible from rear seats, central locking with remote controls; p.2–3 vehicle technical specification";No cyber security, R155/R156, CSMS/SUMS, software update, OTA, telematics, GPS/location data, diagnostics, cloud/API, data deletion/deactivation requirements visible;No;"Only general vehicle digital equipment is visible; no connected-vehicle cybersecurity requirement found in reviewed document.";"Remote central locking coded as indirect remote-access marker only; not treated as cybersecurity or telematics requirement."
CZ-N006-23-V00008603;Czech Republic;NEN;N006/23/V00008603;N006/23/V00008603;"KRPS-68432- /Čj-2023-0100AO-VZ; MV-67470-90/OSM-2019; MV-67470-21/OSM-2019";Delivery of vehicles in commercial configuration;"Dodávky osobních silničních vozidel v komerčním provedení Část A; ŠKODA KODIAQ 2.0 TSI 140 kW 7 DSG 4x4";Central Bohemian Police Regional Directorate;2023;Direct acquisition;High;0;42 road vehicles ŠKODA KODIAQ 2.0 TSI 140 kW 7 DSG 4x4 with special warning equipment;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00008603;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00008603/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00008603/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00008603/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00008603;N006-23-V00008603.pdf: purchase contract, technical parameters, delivery points, representation;"Partial: uploaded contract PDF reviewed; referenced framework agreement, award/ZD annexes and full tender documentation not provided";2;1;"ICT vehicle equipment present; no cybersecurity or connected-vehicle cyber requirement";No;No;No;No;No;No;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;"p.10 technical parameters list integrated radio, Bluetooth handsfree, USB and remote central locking; p.2-3 identify vehicle delivery scope";No cybersecurity, vulnerability, software/security update, OTA, telematics, diagnostics, GPS/location/operational data, R155/R156, CSMS/SUMS, data deletion or service deactivation items visible;No;"Only basic in-vehicle ICT equipment is visible; no explicit cybersecurity, telematics, OTA, data-management or UNECE cyber/software-update requirements";"Based only on uploaded PDF; 'bezpečnostní šrouby kol' on p.10 treated as physical wheel-security accessory, not cybersecurity; cited framework agreement not available"
CZ-N006-23-V00008820;Czech Republic;NEN;N006/23/V00008820;N006/23/V00008820;"ID smlouvy 22419973; ID verze 24042781; č. smlouvy 904070316.00.000; ČJ KRPP-34592-10/ČJ-2023-0300VZ-INV; RD MV-67470-90/OSM-2019; zadávací řízení MV-67470-21/OSM-2019";Commercial-configured SDP from framework agreement;"SDP v komerčním provedení Kodiaq s VRZ; Část A";Pilsen Police Regional Directorate;2023;Direct acquisition;High;0;17 ŠKODA KODIAQ Ambition 2.0 TSI 140 kW 7 DSG 4x4 vehicles with VRZ warning equipment;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00008820;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00008820/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00008820/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00008820/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00008820;"registr_smluv_smlouva_24042781.pdf pp.1-2 ; KS_KODIAQ_cast_A1_s_VRZ_anonym.pdf pp.1-11";"Partial: supplied registry extract and purchase contract with annexes reviewed; referenced framework agreement, zadávací documentation and RD technical annexes not supplied";2;1;"Low digital exposure with ICT markers only; no cybersecurity requirement";No;No;No;No;No;No;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;"KS p.10 lists autorádio, Bluetooth HF, USB, imobilizér and central remote locking; KS p.3 specifies ŠKODA KODIAQ with VRZ";No visible cyber security, vulnerability, security update, OTA, telematics, remote diagnostics, cloud/API, GPS/location data, R155/R156, CSMS/SUMS, data deletion or deactivation clauses;Yes;"Purchase contract shows local vehicle ICT features only; no connected-vehicle cybersecurity or data-handling requirements are visible.";"Remote central locking and Bluetooth/USB were treated as low local digital exposure, not telematics or remote access services; missing framework documents may contain further requirements but were not reviewed."
CZ-N006-23-V00010025;Czech Republic;NEN;N006/23/V00010025;N006/23/V00010025;"JID PCR04ETRpo95339667; KRPU-65886-2/ČJ-2023-0400VZ; MV-163083-50/OSM-2019; MV-163083-56/VZ-2019; 911003633.00.000 / MV-163083-50/OSM-2019/4400; RS ID 22500037/verze 24126717";Delivery of one Škoda Superb passenger road vehicle;Delivery of one Škoda Superb passenger road vehicle;Ústí Police Regional Directorate;2023;Direct acquisition;High;0;1 ŠKODA Superb Style 2.0 TSI 200 kW 7 DSG 4x4 passenger vehicle;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00010025;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00010025/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00010025/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00010025/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00010025;"45781 smlouva podepsana 65886VZ anm.pdf pp.1-4 :; Písemná zprava zadavatele Část 2.pdf pp.1-3 ; registr_smluv_smlouva_24126717.pdf pp.1-2 ";"Uploaded docs include implementing purchase contract, framework award report and registry extract; framework agreement and technical specification/appendices are not provided.";1;0;"General vehicle technical marker only; no connected-vehicle cyber or digital requirements";No;No;No;No;Yes;No;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;No;"Contract p2: 1 ŠKODA Superb Style vehicle; report p2: excluded supplier lacked basic/professional documents and required service network; no cyber or digital technical specs visible";No R155/R156, CSMS/SUMS, software/OTA, telematics, remote diagnostics/access, cloud/API, GPS/location/operational data or data deletion/deactivation obligations.;No;"No CV-cyber requirement visible in reviewed package; only general vehicle technical supply and supplier eligibility/service capability references.";"Contract clause 5.5 mentions unspecified 'ochrana informací' and clause 6.7 personal-data law, but without cyber/vehicle-digital obligation; not coded as cybersecurity."
CZ-N006-23-V00017003;Czech Republic;NEN;N006/23/V00017003;N006/23/V00017003;"MV-103195-3/PO-PSM-2023; MV-103195-6/PO-PSM-2023; MV-103195-9/PO-PSM-2023; MV-103195-11/PO-PSM-2023; MV-103195-23/PO-PSM-2023; MV-103195-24/PO-PSM-2023; HSKV-1332/2023-EKO; Z2023-050529";Framework agreement for special off-road SxS vehicles for the Fire Rescue Service;Framework agreement for special off-road SxS vehicles for the Fire Rescue Service;Fire Rescue Service of the Czech Republic;2023;Direct acquisition / framework;High;0;Special off-road SxS fire-rescue vehicles including accessories, warning equipment, trailer and firefighting module;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00017003;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00017003/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00017003/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00017003/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00017003;"2023_11_02-ZP_RD_SxS_EP.pdf; 2023_11_24-Vysvetleni_ZD_c_1_EP.pdf; 2023_12_07-Vysvetleni_ZD_c_2_EP.pdf; 2023_12_18-Vysvetleni_ZD_c_3_EP.pdf; 2023_11_02-Priloha_c_1_RD-Zavazny_vzor_PS_SxS.docx; 2023_11_02-Priloha_c_2_ZP-RD_SxS.docx; 2023_11_02-Priloha_c_3_ZP-Kalkulace_SxS.xlsx; 53_2024_UE_AN.pdf; 2024_02_28-Pisemna_zprava_zadavatele_EP.pdf";"Complete for uploaded package; XLSX price calculation not text-extracted but no visible cyber-relevant content from available documents";1;1;"Low digital exposure; no connected-vehicle cybersecurity requirement";No;No;No;Yes;Yes;No;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;3;No;"53_2024_UE_AN.pdf pp.14-16: electronic fuel injection, digital instrument, odometer/motohours; p.21 local winch remote control; ZP p.9 NEN offer encryption only, not vehicle cyber";R155/R156, CSMS/SUMS, OTA/software/security updates, telematics, GPS/location, cloud/API/mobile app, vulnerability/incident, data deletion/deactivation;No;"Procurement concerns off-road SxS vehicles with limited local electronic features and operational readouts; no explicit connected-vehicle cybersecurity obligations found";"Supplier/subcontractor and sanctions controls present; treated as non-cyber supplier-risk/certification marker. Offer encryption is tender-process security, not vehicle cybersecurity."
CZ-N006-23-V00018119;Czech Republic;NEN;N006/23/V00018119;N006/23/V00018119;"N006/23/V00018119; VZ 4190; 419000";Service maintenance of TATRA T-810 vehicles;Service maintenance of TATRA T-810 vehicles;Ministry of Defence;2023;Service / repair;High;1;"TATRA T810 military vehicles; scheduled service TÚ2; engine diagnostics";https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00018119;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00018119/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00018119/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00018119/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00018119;"Výzva k podání nabídky včetně zadávací dokumentace.pdf; Oznámení o výběru dodavatele.pdf; Návrh objednávky.doc";"Provided procurement attachments reviewed; no separate explanations found in uploaded files";1;1;"Low digital marker only; no cybersecurity requirement";No;No;No;Yes;Yes;No;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2;No;"Výzva p.2 and Návrh objednávky: service TÚ2, VIN, mileage, engine diagnostics; Výzva p.4 requires qualification documents";No cyber security, vulnerability, software update, OTA, telematics, remote access, cloud/API, GPS/location, R155/R156, CSMS/SUMS, incident, data deletion/deactivation;No;"Procurement is routine maintenance of TATRA T-810 vehicles with engine diagnostics and mileage/VIN data only; no connected-vehicle cybersecurity obligations visible.";Engine diagnostics treated as general digital/technical vehicle marker, not remote diagnostics or cybersecurity. Supplier qualification treated as indirect supplier-risk/certification marker only.
CZ-N006-23-V00013533;Czech Republic;NEN;N006/23/V00013533;N006/23/V00013533;"Smlouva č. 35748/2023-4854; VÚ 4854/485402";Warranty and service inspection of T815 FORCE vehicles;Warranty and service inspection of T815 FORCE vehicles;Ministry of Defence;2023;Service / repair;High;1;T815 FORCE 6X6 VALNÍK warranty/service inspection;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00013533;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00013533/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00013533/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00013533/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00013533;"Oznámení o výběru dodavatele.pdf; Příloha č. 1 Smluvní vzor.docx; Výzva k podání nabídky včetně zadávací dokumentace.pdf";"Provided core notice, tender call and contract template reviewed; no separate technical service manual or full NEN attachment set visible";1;1;"General vehicle service/diagnostic marker only; no cyber requirement";No;No;No;No;Yes;No;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;No;"Výzva p.2 and smluvní vzor čl.5: diagnostic/maintenance means approved by manufacturer; Tatra authorised service required; p.4 mentions risk evaluation of contract fulfilment";Cybersecurity, software updates, OTA, telematics, remote access, GPS/location/operational data, R155/R156, CSMS/SUMS, incident handling, data deletion/deactivation;No;Service inspection tender contains only general diagnostic/authorised-service requirements and no connected-vehicle cybersecurity obligations.;"Do not code diagnostics alone as remote diagnostics; risk wording is general contractual/supplier-risk, not cybersecurity."
CZ-N006-23-V00031612;Czech Republic;NEN;N006/23/V00031612;N006/23/V00031612;"KRPP-143385/ČJ-2023-0300VZ; KRPP-143385-6/ČJ-2023-0300VZ; KRPP-143385-9/ČJ-2023-0300VZ; KRPP-143385-12/ČJ-2023-0300VZ; KRPP-143385-20/ČJ-2023-0300VZ; KRPP-143385-21/ČJ-2023-0300VZ";Original spare parts for Škoda and Volkswagen vehicles used mainly by police;Original spare parts for Škoda and Volkswagen vehicles used mainly by police;Police Regional Directorate;2023;Parts / maintenance;Low;0;"Original spare parts for Škoda and Volkswagen police vehicles; service/repair supply context";https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00031612;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00031612/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00031612/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00031612/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-23-V00031612;"ZADÁVACÍ DOKUMENTACE ND - 2023_sig.pdf; Přílohy č. 1-10 including price lists, draft contracts, declarations; Smlouva VW anonym.pdf; Smlouva Skoda anonym.pdf; Vysvětlení zadávací dokumentace č. 1-2";"Provided package includes tender documentation, annexes, explanations, price lists and anonymised contracts; no obvious missing core document in provided files";2;2;Digital ordering/catalogue interface and VIN ordering present, but no cybersecurity or connected-vehicle cybersecurity requirement;No;No;No;No;Yes;No;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;No;"ZD p.3: objednávkový systém with online access, real-time stock status, ETKA 8.7+, ordering by VIN; contracts Art. VII: confidentiality of information; Annex 8 sanctions/supplier declarations";No kybernetická bezpečnost, R155/R156, CSMS/SUMS, OTA, telematics, GPS/location data, software/security updates, data deletion or service deactivation;No;"Procurement is for spare parts supply with online ordering/catalogue and supplier compliance controls; no visible connected-vehicle cybersecurity obligation.";Coded supplier-risk only as general sanctions/conflict/subcontractor compliance, not cybersecurity supplier-risk. Online access is to supplier ordering system, not vehicle remote access.
CZ-N006-24-V00004739;Czech Republic;NEN;N006/24/V00004739;N006/24/V00004739;"ZSMV-00390/VZ-2024; ZSMV-00390-3/VZ-2024; ZSMV-00390-6/VZ-2024; ZSMV-00390-14/VZ-2024";Repairs of Volkswagen passenger and utility vehicles 2024-2027;Repairs of Volkswagen passenger and utility vehicles 2024-2027;Service Facility for the Ministry of the Interior;2024;Service / repair;Medium;0;VW passenger and utility vehicle repairs, servicing, diagnostics, ECU updates and service records;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00004739;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00004739/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00004739/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00004739/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00004739;"Zadávací dokumentace; návrh smlouvy; technická specifikace/cenová nabídka XLSX; seznam oprávněných osob; kvalifikace; seznam poddodavatelů; střet zájmů; sankce; další požadavky; poddodavatel; kontrolní protokol; výběr dodavatele; vysvětlení ZD č. 1";"Complete for uploaded tender package; signed final contract not provided";2;2;ICT/software diagnostic service exposure without explicit cybersecurity requirement;No;No;No;Yes;Yes;No;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;5;No;"ZD p.7-8 requires diagnostic information system, ECU updates, vehicle data entry, electronic service book; contract draft arts. 5.1, 7.3, 7.12 uses VIN, tachometer, fuel state, electronic service book and diagnostic system; ZD/sanctions forms address subcontractors/sanctions";No cyber security, vulnerability handling, security updates, OTA, telematics, remote access, cloud/API, R155/R156, CSMS/SUMS, incident handling, data deletion or service deactivation;Yes;Procurement contains vehicle diagnostics, ECU update and operational/service data exposure, but no visible connected-vehicle cybersecurity obligations.;False hits such as OTA/API appear only as substrings/XML artefacts and were not coded. Supplier risk coded indirect due to subcontractor, sanctions and certification controls, not cybersecurity.
